accnum,age,job_admin,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,default,balance,housing,loan,channel_cellular,channel_telephone,channel_unknown,duration,pdays,previous,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,deposit
2017092586,57,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,112,-1,0,0,0,0,1,0
2085376401,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4639,0,0,0,0,1,82,-1,0,0,0,0,1,0
2018359426,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,391,0,0,0,0,1,355,-1,0,0,0,0,1,0
2043176295,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,596,1,0,0,0,1,151,-1,0,0,0,0,1,0
2093405782,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,59,-1,0,0,0,0,1,0
2056370192,50,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1502,0,0,0,0,1,34,-1,0,0,0,0,1,0
2006491278,33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,806,1,0,0,0,1,124,-1,0,0,0,0,1,0
2070291583,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2788,1,0,0,0,1,369,-1,0,0,0,0,1,1
2021693078,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1526,1,0,0,0,1,342,-1,0,0,0,0,1,0
2003427586,56,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,660,1,0,0,0,1,72,-1,0,0,0,0,1,0
2001386954,37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1372,1,0,0,0,1,129,-1,0,0,0,0,1,0
2042567903,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3339,1,0,0,0,1,304,-1,0,0,0,0,1,0
2050263879,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4509,0,0,0,0,1,42,-1,0,0,0,0,1,0
2029176043,38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1434,0,0,0,0,1,396,-1,0,0,0,0,1,0
2076341895,39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,328,0,0,0,0,1,188,-1,0,0,0,0,1,0
2062309715,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,502,0,0,0,0,1,93,-1,0,0,0,0,1,0
2086290154,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,77,1,1,0,0,1,520,-1,0,0,0,0,1,0
2005179328,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,92,1,0,0,0,1,70,-1,0,0,0,0,1,0
2029638457,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,497,0,0,0,0,1,95,-1,0,0,0,0,1,0
2057930248,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-63,0,0,0,0,1,392,-1,0,0,0,0,1,0
2041287539,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5418,1,0,0,0,1,25,-1,0,0,0,0,1,0
2034056127,36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,246,-1,0,0,0,0,1,0
2086907435,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2870,1,0,0,0,1,94,-1,0,0,0,0,1,0
2067538901,39,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3201,0,0,0,0,1,197,-1,0,0,0,0,1,0
2036748905,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7179,1,0,0,0,1,31,-1,0,0,0,0,1,0
2051629038,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,535,1,0,0,0,1,446,-1,0,0,0,0,1,0
2063814297,47,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,389,0,0,0,0,1,145,-1,0,0,0,0,1,0
2096724051,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3237,0,0,0,0,1,100,-1,0,0,0,0,1,0
2034098152,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,379,1,1,0,0,1,252,-1,0,0,0,0,1,0
2049526180,58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9200,0,0,0,0,1,233,-1,0,0,0,0,1,0
2020357941,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1963,1,0,0,0,1,100,-1,0,0,0,0,1,0
2054812963,36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1245,1,0,0,0,1,1469,-1,0,0,0,0,1,1
2004298675,41,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,340,0,0,0,0,1,37,-1,0,0,0,0,1,0
2003467819,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,311,0,0,0,0,1,248,-1,0,0,0,0,1,0
2039082714,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1953,1,0,0,0,1,112,-1,0,0,0,0,1,0
2043512089,52,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,235,-1,0,0,0,0,1,0
2042083619,60,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,295,0,0,0,0,1,126,-1,0,0,0,0,1,0
2067814953,31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,500,1,0,0,0,1,19,-1,0,0,0,0,1,0
2019076238,54,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3952,0,0,0,0,1,28,-1,0,0,0,0,1,0
2032957046,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2610,0,0,0,0,1,67,-1,0,0,0,0,1,0
2049160527,53,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17,0,1,0,0,1,104,-1,0,0,0,0,1,0
2063920478,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1017,0,0,0,0,1,53,-1,0,0,0,0,1,0
2038014795,36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5521,0,0,0,0,1,61,-1,0,0,0,0,1,0
2079413628,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3234,0,0,0,0,1,82,-1,0,0,0,0,1,0
2068970321,42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61,-1,0,0,0,0,1,0
2082165309,51,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,126,0,1,0,0,1,152,-1,0,0,0,0,1,0
2081954327,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1272,1,0,0,0,1,606,-1,0,0,0,0,1,0
2039860147,42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,480,1,0,0,0,1,288,-1,0,0,0,0,1,0
2065731842,59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,135,-1,0,0,0,0,1,0
2015237068,44,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,425,0,0,0,0,1,147,-1,0,0,0,0,1,0
2083579041,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,193,0,1,0,0,1,50,-1,0,0,0,0,1,0
2005278931,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7561,0,0,0,0,1,685,-1,0,0,0,0,1,1
2049571826,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-162,1,1,0,0,1,119,-1,0,0,0,0,1,0
2026197045,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,947,0,0,0,0,1,160,-1,0,0,0,0,1,0
2009457326,48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4037,0,0,0,0,1,23,-1,0,0,0,0,1,0
2090751843,42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,375,1,0,0,0,1,99,-1,0,0,0,0,1,0
2093867024,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,119,-1,0,0,0,0,1,0
2039587120,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-178,1,0,0,0,1,122,-1,0,0,0,0,1,0
2071865329,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,822,1,0,0,0,1,209,-1,0,0,0,0,1,0
2053249817,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2215,0,0,0,0,1,222,-1,0,0,0,0,1,0
2076102983,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,260,0,0,0,0,1,75,-1,0,0,0,0,1,0
2036852491,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,7951,0,1,0,0,1,103,-1,0,0,0,0,1,0
2032164508,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1170,0,0,0,0,1,383,-1,0,0,0,0,1,0
2059306482,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,291,1,0,0,0,1,111,-1,0,0,0,0,1,0
2061207459,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,75,0,0,0,0,1,26,-1,0,0,0,0,1,0
2014092863,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1232,1,0,0,0,1,183,-1,0,0,0,0,1,0
2031965247,37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,215,1,0,0,0,1,61,-1,0,0,0,0,1,0
2034018752,52,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,547,0,0,0,0,1,33,-1,0,0,0,0,1,0
2016453790,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3574,1,0,0,0,1,117,-1,0,0,0,0,1,0
2036127905,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,64,-1,0,0,0,0,1,0
2048072956,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3503,0,0,0,0,1,31,-1,0,0,0,0,1,0
2028307456,39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,575,0,0,0,0,1,109,-1,0,0,0,0,1,0
2097458302,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3798,0,0,0,0,1,19,-1,0,0,0,0,1,0
2056403198,41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1297,0,0,0,0,1,82,-1,0,0,0,0,1,0
2028971460,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,243,-1,0,0,0,0,1,0
2001548279,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,115,0,0,0,0,1,201,-1,0,0,0,0,1,0
2073014829,54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,127,-1,0,0,0,0,1,0
2004379562,38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4874,0,0,0,0,1,1291,-1,0,0,0,0,1,0
2009548132,38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4741,1,0,0,0,1,221,-1,0,0,0,0,1,0
2084302759,53,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2997,0,0,0,0,1,162,-1,0,0,0,0,1,0
2008915462,38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9618,1,0,0,0,1,214,-1,0,0,0,0,1,0
2024176903,47,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,0,0,0,0,1,169,-1,0,0,0,0,1,0
2036280945,56,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,992,0,0,0,0,1,123,-1,0,0,0,0,1,0
2085614093,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,676,0,0,0,0,1,74,-1,0,0,0,0,1,0
2075360982,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,93,0,0,0,0,1,82,-1,0,0,0,0,1,0
2079860245,45,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1603,0,0,0,0,1,164,-1,0,0,0,0,1,0
2091506734,51,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,610,0,0,0,0,1,86,-1,0,0,0,0,1,0
2029485736,45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,60,0,0,0,0,1,349,-1,0,0,0,0,1,0
2001396752,42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,6250,0,0,0,0,1,107,-1,0,0,0,0,1,0
2032785614,42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4362,0,0,0,0,1,238,-1,0,0,0,0,1,0
2078495163,59,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,345,0,0,0,0,1,38,-1,0,0,0,0,1,0
2004385162,43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,861,1,0,0,0,1,78,-1,0,0,0,0,1,0
2074326015,57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1166,0,0,0,0,1,106,-1,0,0,0,0,1,0
2049032718,53,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,16,0,0,0,0,1,100,-1,0,0,0,0,1,0
2008645319,36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3783,0,0,0,0,1,113,-1,0,0,0,0,1,0
2073642059,46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1666,1,0,0,0,1,94,-1,0,0,0,0,1,0
2038529607,47,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2383,0,0,0,0,1,529,-1,0,0,0,0,1,0
2019708362,44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,31,0,0,0,0,1,467,-1,0,0,0,0,1,0
2057096213,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1780,0,0,0,0,1,464,-1,0,0,0,0,1,0
2009425178,44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2135,0,0,0,0,1,61,-1,0,0,0,0,1,0
2056912380,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,351,0,0,0,0,1,108,-1,0,0,0,0,1,0
2073841052,59,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,332,-1,0,0,0,0,1,0
2042517968,58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1280,0,1,0,0,1,112,-1,0,0,0,0,1,0
2064503192,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1744,0,0,0,0,1,181,-1,0,0,0,0,1,0
2053780946,42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,108,-1,0,0,0,0,1,0
2017803546,58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2348,0,0,0,0,1,226,-1,0,0,0,0,1,0
2005328467,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1241,0,0,0,0,1,60,-1,0,0,0,0,1,0
2016053497,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2518,0,0,0,0,1,400,-1,0,0,0,0,1,0
2091536480,44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1497,0,0,0,0,1,60,-1,0,0,0,0,1,0
2063072981,35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2308,0,1,0,0,1,540,-1,0,0,0,0,1,0
2002561493,58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,258,0,0,0,0,1,174,-1,0,0,0,0,1,0
2061497530,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,176,0,0,0,0,1,196,-1,0,0,0,0,1,0
2071964208,47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,150,0,0,0,0,1,52,-1,0,0,0,0,1,0
2098760124,35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-3,0,0,0,0,1,438,-1,0,0,0,0,1,0
2009567483,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39,0,0,0,0,1,74,-1,0,0,0,0,1,0
2023089175,58,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,1,0,0,0,1,412,-1,0,0,0,0,1,0
2016342085,34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5011,1,0,0,0,1,311,-1,0,0,0,0,1,0
2002681537,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,261,0,0,0,0,1,123,-1,0,0,0,0,1,0
2089435160,49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,49,0,0,0,0,1,232,-1,0,0,0,0,1,0
2001682957,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7027,0,0,0,0,1,65,-1,0,0,0,0,1,0
2027680539,51,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,150,0,0,0,0,1,146,-1,0,0,0,0,1,0
2038695412,59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1491,0,0,0,0,1,157,-1,0,0,0,0,1,0
2028690145,51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-467,0,0,0,0,1,216,-1,0,0,0,0,1,0
2087960532,46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,154,0,0,0,0,1,79,-1,0,0,0,0,1,0
2003927856,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,77,1,0,0,0,1,220,-1,0,0,0,0,1,0
2091374586,38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1005,1,1,0,0,1,152,-1,0,0,0,0,1,0
2031965284,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1530,1,0,0,0,1,140,-1,0,0,0,0,1,0
2078695140,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,89,-1,0,0,0,0,1,0
2031785096,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4289,1,0,0,0,1,400,-1,0,0,0,0,1,0
2020685179,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,397,0,0,0,0,1,163,-1,0,0,0,0,1,0
2051486723,39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2810,0,0,0,0,1,77,-1,0,0,0,0,1,0
2045736029,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,37,0,0,0,0,1,356,-1,0,0,0,0,1,0
2057238964,54,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,215,0,1,0,0,1,117,-1,0,0,0,0,1,0
2014852960,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5768,1,1,0,0,1,145,-1,0,0,0,0,1,0
2005391247,49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-46,1,0,0,0,1,1055,-1,0,0,0,0,1,1
2063170425,41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5585,0,0,0,0,1,772,-1,0,0,0,0,1,0
2010826739,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,917,0,0,0,0,1,306,-1,0,0,0,0,1,0
2073508642,39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1873,0,0,0,0,1,161,-1,0,0,0,0,1,0
2006394217,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16431,0,0,0,0,1,139,-1,0,0,0,0,1,0
2034605879,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,178,1,1,0,0,1,72,-1,0,0,0,0,1,0
2043597601,52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3899,0,0,0,0,1,49,-1,0,0,0,0,1,0
2090314762,36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,300,0,0,0,0,1,287,-1,0,0,0,0,1,0
2048690527,56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2146,0,1,0,0,1,594,-1,0,0,0,0,1,0
2075048312,58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2920,1,0,0,0,1,136,-1,0,0,0,0,1,0
2025487601,38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,994,0,0,0,0,1,119,-1,0,0,0,0,1,0
2068370549,53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,443,0,0,0,0,1,422,-1,0,0,0,0,1,0
2062013587,44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2876,0,0,0,0,1,125,-1,0,0,0,0,1,0
2061382597,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,114,-1,0,0,0,0,1,0
2043290187,54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,153,0,0,0,0,1,99,-1,0,0,0,0,1,0
2054190628,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10483,0,0,0,0,1,218,-1,0,0,0,0,1,0
2039180264,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,156,1,0,0,0,1,174,-1,0,0,0,0,1,0
2090758412,47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,214,1,1,0,0,1,168,-1,0,0,0,0,1,0
2076508213,39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,633,0,0,0,0,1,233,-1,0,0,0,0,1,0
2010496852,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14000,0,0,0,0,1,121,-1,0,0,0,0,1,0
2038194056,41,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,884,0,0,0,0,1,322,-1,0,0,0,0,1,0
2025639140,58,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,630,0,0,0,0,1,443,-1,0,0,0,0,1,0
2089052731,39,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7372,0,0,0,0,1,76,-1,0,0,0,0,1,0
2075920846,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7821,0,0,0,0,1,217,-1,0,0,0,0,1,0
2021957346,57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,257,-1,0,0,0,0,1,0
2078413605,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1595,0,0,0,0,1,882,-1,0,0,0,0,1,1
2021739460,47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1046,0,0,0,0,1,83,-1,0,0,0,0,1,0
2030142985,38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,254,-1,0,0,0,0,1,0
2078549063,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1484,0,0,0,0,1,213,-1,0,0,0,0,1,0
2021853064,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,11016,0,0,0,0,1,252,-1,0,0,0,0,1,0
2060924583,57,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,540,-1,0,0,0,0,1,0
2052386910,56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,547,0,0,0,0,1,84,-1,0,0,0,0,1,0
2051942086,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,53,0,0,0,0,1,280,-1,0,0,0,0,1,0
2072690318,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,179,0,0,0,0,1,230,-1,0,0,0,0,1,0
2092540376,53,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-896,0,1,0,0,1,452,-1,0,0,0,0,1,0
2032059681,42,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,13242,0,0,0,0,1,149,-1,0,0,0,0,1,0
2025938740,38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2569,0,0,0,0,1,172,-1,0,0,0,0,1,0
2019527308,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,208,0,0,0,0,1,51,-1,0,0,0,0,1,0
2004531987,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,505,0,0,0,0,1,35,-1,0,0,0,0,1,0
2015704396,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5201,0,0,0,0,1,317,-1,0,0,0,0,1,0
2072389016,49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3169,0,0,0,0,1,626,-1,0,0,0,0,1,0
2007536814,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,499,1,0,0,0,1,122,-1,0,0,0,0,1,0
2020316587,48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,635,0,0,0,0,1,236,-1,0,0,0,0,1,0
2050819647,47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4568,0,0,0,0,1,100,-1,0,0,0,0,1,0
2042587169,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,819,0,0,0,0,1,55,-1,0,0,0,0,1,0
2016793542,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2601,0,0,0,0,1,70,-1,0,0,0,0,1,0
